,Review,label
488,"بجد كدة اوفر اوفر "" انت قررت تنتخب السيسى!! مع ان حمدين صحبك وكنت معاه!! وكأن افكار السيسى غير افكار حمدين!! #محمود سعد #متآ…",0
489,تطاولك على شيخ الأزهر تجاوز كل الحدود #السادة_المحترمون …,0
490,كان #محمد_يسرى_سلامة صاحب رسالة كافح من أجلها طيلة حياته ولذلك فحتى موته كان بمثابة رسالة,1
491,"المذيع المحترم بتاع مصر ٢٥ بيقول فيه مظاهرات في شبرا بتهتف ""بالطول بالعرض حنجيب الاسلام الارض"" ثم يتسائل ما دخل الدين في صراع سياسي",0
492,عامل كهربائي يستغل وقت فراغه في عشر ذي الحجة في قراءة القرآن كتب الله أجره وغفر ذنبه #عشر_ذي_الحجة,1
493,والد #جيكا هو اللى كان داخل مع #حمدرين يوم تسليم التوكيلات #واحد_مننا,1
494,"أي شيء يحدث سيقول العربي ""لماذا بهذا التوقيت تحديداً"" لما لا تضعوا لنا بالتقويم الأوقات المناسبة بنظركم متى نقاوم ومتى نتكلم #غز…",0
495,الثورة قامت اساسا من اجل انهاء الحكم العسكري الذي جثم على صدر مصر ستين عاما وأوصلنا الى الحضيض اذا لم يسترد الشعب السلطة بالكامل فقد فشلنا,0
496,فساد في بعض المستشفيات الغير خاضعة للرقابة,0
497,تحياتي يا بلد,1
498,في يوم الارض المجد كل المجد لمن يقاوم بامعائهه الخاوية #سامر_العيساوي #,1
499,الدين الداخلي في مصر يمثل كارثة وليس الدين الخارجي #السادة_المحترمون,0
500,كان صلى الله عليه وسلم يحب الطيب والرائحة الحسنة وكان لا يسلك طريقاً فيتبعه أحد إلا عرف أنه قد سلكه من طيب عرفه #نشر_سيرته #,1
501,#يوسف_الحسيني كل ما ندعمه هو عدم سقوط ارض الياسمين ذات التاريخ العظيم,1
502,ألمصريين أحرار !!!!!,1
503,#كريستيانو_رونالدو صاروخ ماديرا او قاذفة اللهب او الدون او التورنادو او السيداو الامراطور و المهم انه افضل لاعب عالمي,1
504,عدم وجود مصدر محايد للمعلومة بقى شيء مقرف جداً بصراحة,0
505,"من غادر سوريا بطريقة غير شرعية لا يحق له انتخاب رئيسها #الأسد, #الانتخابات_السورية",0
506,فى مصر الانقلاب تعلو اصوات العهر والدعارة وتخفض اصوات الحق والعدل والشرفاء تحكمهم بيادة تلاحقهم رصاصة تأويهم سجون,0
507,أنا بعد ما عشت المعاناة السنادي لا يمكن أخلي ولادي يكرروها مالها صناعه ! #ثانوية_عامة,0
508,رئيس حزب النور الوهابي ظهر على الجزيرة وظل يلعن في وثيقة السلمي عندما قال له المذيع ان المجلس العسكري المسئول الاول عن الوثيقة رفض التعليق,0
509,#الحرية_للإخوان #انصاف_الاخوان,1
510,من عيوب وسائل التواصل الاجتماعي أنها أصبحت أداة لرد الفعل وليس الفعل، ننشغل بردود الأفعال اليومية أكثر ما ننشغل بالتخطيط والتفكير للمستقبل,0
511,ههههههه الله يرحمك ي|#عمنا ♡~`° |#جﻻل_عامر,1
512,سعيد جداً بزيارة الجزائر بلد جميلة فعلاً!,1
513,المصرى احسن واحد تزنقه فى الوقت يشتغل! #اه_والله,1
514,اعلام العار يكذب كالعادة لتشويه صورة الرئيس مرسي مسئولو السجن يؤكدون انه لم يطلب أى ميزة او استثناء دع الكلاب تنبح,0
515,"#محمود_عباس: ""#الهولوكوست"" أبشع جريمة في التاريخ الحديث",0
516,سنفعل كلّ ما نستطيع لإسقاط هذا الدّستور الباطل,0
517,1 هي إنسانة رائعة :),1
518,الرمز الانتخابى لل #السيسي #السيسي_رئيسي_2014,1
519,مشايخ البيادة عكس اسمائهم احمد الطيب اقسي قلب مسلم على جمعه ألغى صلاة الجمعه احمد كريمة ابخل فى الحق,0
520,ننعي الي الانسانية رمزا متألقا للنضال في سبيل الحرية والنهضة والكرامة الانسانية القائدوالمجاهدوالمفكر العربي احمد بن بيللا زعيم ثورة الجزائر,1
521,_4 _2012 _ انتم اسياد النصاري باخلاقكم كنتم خير أمة اخرجت للناس,1
522,تبدأ رحلة الشعب المصري مع الحاكم بالثناء على البطن التي أنجبته، وتنتهي بلعن أسفل البطن التي أنجبته,0
523,"#احداث_من_الذاكرة مبارك يستنجد بالبلاطجة، عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ""ويبدو العنوان خطأ"" #بكفي_حصار #اضبطوا_شركاء_المخلوع",0
524,#ماذا_اعطاك_الوهاب_ الحمد لله انه الوهاب و ليست الهبات في يد البشر,1
525,قصة إن ده رئيس منتخب ولازم يكمل باطلة والدليل الأرجنتين ونيكسون اللي استقال لما كذبماهياش عافية لو فشل وعاند وصمم يخلف وعوده هيعطل البلد,0
526,احببت فيك هذا الضني الناطق المعبر انها الانسانية كلها في قلب رجل #مصطفي_محمود #ضي,1
527,دول اوروبا اوقفت رحلات شركاتها الى مصر شركات التأمين ترفض عمل وثيقة للمسافر بكره تشوفو مصر,0
528,د عبدالمنعم سعيد: إسرائيل تطالب العالم بالاعتراف بفاشيتها وعنصريتها قانون قسم الولاء ليهودية إسرائيل فاشية,0
529,أليس الحب هو ان انظر الى وجهك الجميل،فأشعر انني امتلكت كل الدنياو انتِ كل دنياي #كلام_في_الحب #مصر #الإمارات #فلسطين #البحرين #السعودية,1
530,#اعترافات_ليبروفاشي_خليجي (#الفاشية) تظهر واضحة وضوح الشمس في التنظيم الهرمي #الاخواني الذي أسّسه #حسن_البنا (الأسر، المناطق…,0
531,شبرا العظيمة دوماكل يناير واحنا هنا,1
532,_ #_ #اكتوبر #الاخوان_جماعة_ارهابية خرائر الاخوان,0
533,انا هقولة شرعيتك حمرااااااا,0
534,جامعة المستقبل شريكة فى سي بي سي الانقلاب اعادت امتحانا لطالب ساقط بتوصية من الانقلاب ونجحوه,0
535,#حاجات_بتفرح_في_مصر لمة رمضان,1
536,إصرار الشعب التونسي على الوصول إلى الكيلومتر الأخير ثورة أخرى في حد ذاته وأهم درس من بين دروس كثيرة 19'11,1
537,88 أعترض على الطريقة والمضمون والتوقيت لا يجوز إصدار مبادئ دستورية ملزمة بدون استفتاء الشعب أصلاً,0
538,مصر التي تسجن ابو إسماعيل وتعلي شأن الهام شاهين {طارئة},0
539,في ناس من أنصار أبو إسماعيل زعلانين ونازلين شتيمة واضح إنهم محبطين عشان مش هيبقى في إعتصام ودبح عجول وكدهمعلهش اطلعوا مدينة الإنتاج تاني,0
540,"دراسه عن التاريخ السرى لجماعه الاخوان المسلمين تحت عنوان""الاغتيال منهج حياه""من دراسه الكاتب #يوسف_الحسينى اكتر من رائع…",0
541,فاكر يا #مظهر_شاهين يا امنجي يا ابني لما كنت عايزني احط اسمك في مجلس رئاسي مدني في احداث #محمد_محمود و مر…,0
542,كلمة هيبة محتاجة تتشال من القاموس عشان ماحدش يتمسح فيها في الرايحة والجاية ده طبعاً غير أنها على نفس وزن خيبة,0
543,مرسي بيعمل جلسات الحوار الوطني عشان يفرح لما يلاقي حد يقول له السيد الرئيس فينسى اللي حصل وبيحصل له في المحافظات وقدام الإتحادية,0
544,لولا الانقلاب لظل الجيش والشعب ايد واحده,0
545,د عبد المنعم أبو الفتوح على قناة الحرة: أنا ضد مظاهرات ماسبيرو و ضد المظاهرات أمام الكنائس,0
546,كل العار الذي عشناه من سنين طويلة يتلخص في هذا الفيديو,0
547,تفاؤلى نابع من إيماني بأن (الله لا يضيع أجر من أحسن عملا)ولا يوجد أحسن وأعظم عملا من أن يضحي الشعب بدمائه من أجل الحفاظ على وطنه وعرضه,1
548,إصرار الشعب التونسي على الوصول إلى الكيلومتر الأخير ثورة أخرى في حد ذاته وأهم درس من بين دروس كثيرة # #,1
549,""" و الله بتوع شبكة المخلص دول دمهم خفيف الوجه البذئ الذي يضع قناع الدين",0
550,الحركة السياسية في مصر تأليف طارق البشري يكشف تواطوء قيادات الأخوان مع اسماعيل صدقي والملك فاروق ضد الحركة الوطنية اقرءوا قبل ان تشتمونا,0
551,طلعني انا كمان من المنشنكل اللي بتفكر فيه جنس ومخدرات الذعر الجنسي ده هو اللي مأثر عليكم,0
552,7_ انا عاوزة احرق #أماني_الخياط بالغاز !,0
553,بعد وصلة من الأعلام الرسمي التحريضي خرجت علينا جماعة الاخوان بمؤتمر صحفي أكثر انحطاطاًهما بيتنافسوا مع بعض؟,0
554,ولو بتقولوا أن أمن البلد هيتححق بعيد عن الحقوق الأقتصادية والأجتماعية تبقوا واهمين،،~ #يوسف_الحسينى,0
555,يا عسكرى واقف بالفرس ع جتتى لا انت البطل ولا انت فتوة حتتى يوم ما تقول هاخد البلد هتاخدها بس ع جثتى #صلاح_جاهين,0
556,استدعاء نوارة نجم ومظهر شاهين وممدوح حمزه للتحقيق معناه ان مناصرة الثورة اصبحت جريمة عند المجلس العسكري,0
557,لو التعريص بقى رياضة وأنضم للأولومبياد علاء صادق هياخد الذهبيه !,0
558,أيها الاخوان من عذب الشهيد الجندي حتى الموت من منح طنطاوي وعنان قلادة النيل من قتل 134 مصريا واعتقل وعذب الآلاف اعترفوا بجرائمكم,0
559,1 أجدد التأكيد على أن ترشح المهندس الشاطر خطر على مصر وعلى فرص الديمقراطية، ولا يقل خطورة ترشح عمر سليمان,0
560,ليس عندي أدنى شك أن أنصار تيارات الشعارات الإسلامية سيلجأون قريبا جدا لتصفية المختلفين معهم في الرأي هروبا من فشلهم في حل أزمات الواقع,0
561,"نسأل الله أن يحفظ شيخنا من كل مكروه ويمن عليه الصحة والعافية #سلامتك_يا_خليفة """,1
562,"تسلم لي عيونك يا آحلى #شيرين ♡ "" روحي شيرين محمد العراقي الجريح",1
563,حزب الوسط الان يتقدم مسيره هائله الي محكمه دمياط لتقديم اوراقه للانتخابات البرلمانيهسعيد جداً بثقتكم _,1
564,أنا كتبت النهارده في المعصرة أشهد لك بالفضل إنت والشباب اللي معاك في نزولي يوم خمسة وعشرينشكرا ياخالد ياجميل,1
565,مهزلة اتهام هيثم محمدين بقلب النظم الاجتماعية للدولة !! #مصر,0
566,الثورة المصرية وحدت المصريين في نسيج واحد تكاتف المصريون جميعا لإسقاط النظام وحموا بعضهم بعض في ظل غياب امني كامل,1
567,شوف حجم التهليل والتكبير التهليل والتكبير لقتل رجل لم يصوب لك سلاحاً,0
568,لما يبقى اللي بينقلوا الأخبار للناس بالعقلية دي إزاي ممكن تثق في شبكة رصد دي وتسلمها عقلك قدرة مدهشة على خداع النفس,0
569,الانقلاب يريد قمع 50 مليون مصرى لو حاولت امريكا بجبروتها قمعهم ما نجحت شعب مصر العظيم سينتصر ويدفع العالم لاحترامه,1
570,يا صاحب السمو إذا تحول #النائب_العام إلى خائن عام وأمن الدولة لمصنع للكذب فلا نتكلم عن دولة مؤسسات بل شلة عصابات والمستندات موجودة سموك,0
571,التطبيع احدي المحرمات الوطنية التي اتفقت عليها كل القوي الوطنية و لا يجوز لأي حزب أو جماعة إجازته تحت أي مبررات أو ذرائع,0
572,أيها الغيورون على القانون هل سمعتم عن تهريب المتهمين الأمريكان و١٤ الف مدني في السجن الحربي وإعلان دستوري باطل يمنح الحك,0
573,الإعلان الدستوري اعتداء غير مسبوق على استقلال القضاء وأحكامه,0
574,#يوسف_الحسيني يتلقى تهديدات بالقتل من الإرهابي أبو سمرةازاي وليه الناس دي متسابة كده مش بيتحقق معها …,0
575,دا خنقنى من ساعة مدخلت على طنيطر والصدمة اللى جبتلى الشلل لما عرفت انه مسيحى ا,0
576,أؤكدلك أن إلاخوان أمبارح فى إسكندرية كان معاهم كل أنواع الاسلحةمش سلميينإلاخوان مجموعه إرهاب…,0
577,سيبك انت بس السيسي راعبهم #انتخبوا_البرص,0
578,لم أتحدث مع ال خلال الأيام الماضية على الإطلاق والخبر المتداول على بعض المواقع والمنسوب إلي بشأن تطورات الأحداث في مصر كاذب ومفبرك,0
579,#الببلاوى: اعتبار #الإخوان #جماعة_إرهابية قرار سياسى وليس قانونيا (لن تنقذ رقبتك مهما حاولت أيها المجرم فدماء الآلاف في رقبتك وشركائك),0
580,الانقلاب ضاق حتى بمن كان يعتبرهم علماء معتدلين من امثال الشيخ الحوينى !؟والدور ماشى ومش حيخلوا ؟!#انقلاب_3يوليو #مصر_الليلة,0
581,شكرا لكل من شارك في البرنامج انتم شركاء في هذه الفرحة احسن فريق اعداد و اخراج و انتاج و كتابة فخور بشغلي معاكم,1
582,مرسى الذى فى خاطرى و فى دمى أحبه من كل روحى و دمى!!,1
583,مصر مدرسة القمع الحديثة ولهذا ينتشر الضباط حاليا فى المدارس,0
584,6 أما طائفة مبرري الاستبداد والسائرين في ركب الإخوان الذين دافعوا عن إعلان الاستبداد واشتركوا في جريمة الدستور، لن تفيدكم بهلوانيتكم اليوم,0
585,شباب الحملة ناشط في كل محافظة من أجل مصر المستقبل بارك الله فيكم معاً سنغير,1
586,7 يعني الأول يجي #العرص يخطف الرئيس وبعدين يدي راقصة #الأم_المثالية وبعدين #نكاح_الكاراتيه ودلوقت بطولة #شباب_يمص شيشة وبعدين؟,0
587,والله ما عارف أضحك الله يحرق #ثانوية_عامة على مدرسينها واحد واحد,0
588,اليوم مرت ٣ أسابيع على مذبحة #رابعة و النهضة التي تشبه في بشاعتها مذابح صابرا و شاتيلا و سربرنتسيا و ١١سبتمبر لا يفعلها إ…,0
589,في يوم #عيد_العمال كل الوزراء والمدراء والموظفين وغيرهم مُجاز إلا العمال قبلة حب على جبينكم,1
590,#جديد_في_تويتر الرائع هنا انك بتتعلم البلاغة لانك ملزم بـ 140 حرف,1
591,عصام كاريكا .. المطرب المحجب 😂,0
592,كونك كحاكم فرحان بآراء المبرراتية اللي لابسين بدل وباصين لمصالحهم براحتك في الآخر عملت مشكلة في الشارع مش هيحلها غير الشارعخليهم ينفعوك,0
593,الاخوان يطالبون الشرطة بالاعتذار لأنهم غطوا عيني جمال صابر اثناء القبض عليه وماذا عن 80 شهيدا هل دمهم حلال لأنهم ليسوا إخوانا سقوط أخلاقي,0
594,نرفض تقييد حق الاعتصام وإعطاء سلطات مطلقة للأمن في منع التظاهر والمبالغة في العقوبات وتوسيع حرم منع التظاهر لا للقانون بصيغته الراهنة,0
595,يوسف الحسيني بالفيديو يفضح كذب قناة #الجزيرة ويكشف تمثيل الاخوان دور الموتي تحت اشراف قناة الجزيرة …,0
596,إلى المتخاذلون و المتحولون :يقول مارتن لوثر عندما ينتهي كل شيء لن تذكر شيئا من كلمات أعدائك لكن صمت أصدقائك سيترك أثرا لن يزول,0
597,أفرق في حديثي بشكل واضح بين مؤسسة الجيش التى نعتز بها فهو جيش مهنى ووطنى وبين دور المجلس العسكري باعتباره متولى,1
598,تغيير اوباما لموقفه لدعم الانقلاب يكشف نجاحا لاسرائيل فى رعاية الانقلاب اليهود بيحركونا ويساعدونا فين ايام شتيمة: انت يهودى,0
599,"من اقوال شيخ المعلقين #محمد_رمضان #ماجد_عبدالله لابد ان تكون هناك قناة رياضية متخصصه لنجوميته وابداعه تقديرا"" لتاريخه المجيد لوطنه ولناديه",1
600,صباح الخير عليكي يا مصر يا حلوة و لابسة جديد إن شاء الله هيكون أحسن يوم في اللي فات و كل اللي جاي أحلى,1
601,نعم حضرت جلسة استماع واحدة للدستور استمعوا لنا بكل اهتمام ثم ضربوا بملاحظاتنا عرض الحائط لا للدستور,0
602,"عباس يصف المحرقة ب""ابشع جريمة"" في العصر الحديث ويدعو اسرائيل لتحقيق السلام #افب #عباس #اسرائيل #المحرقة",0
603,جامعة هلسنكي(فينلندا)تختار #السادة_المحترمون (بفريق عمله كاملا)البرنامج الأكثرمصداقية وحرفية في #مصر وتم إدراج بحث عنه في دوريتها #فلسطين,1
604,مصر اليوم حرة بارك الله في شعب مصر,1
605,اغرب ما يحدث ان تنتقد أشخاصا ينتمون الى الاسلام السياسي فيعاجلونك باتهام رهيب انك ضد الاسلام كيف ولماذا يحس انسان بانه هو الاسلام,0
606,إما أن عبد الجليل الشرنوبي كذب أو محمد مرسي كذب، شوف كده مين اللي ليه سوابق في الكذب وإخلاف الوعود واحكم براحتك,0
607,وجهة نظر ساذجة تقول أن من ناضل في الماضي يحق له أن يتحول إلى ندل اليوم,0
608,الله أكبر الله أكبرالله أكبر لا إله إلا الله تكبيرات العيد تبعث فى الوجدان طاقة إيمانية عظيمة كل عام وأنتم بخير,1
609,لله الحمد تجوزنا 5000 محب و متابع لصفحة #الأقصى متى نصل لـ 10 آلاف محب ومتابع ؟؟ #تغريدات_الدكتور_عوض_القرني,1
610,مكتسبات ثورة #25_يناير راحت في الزبالة عودة لعصور الظلام وأمن الدولة #نظام_زائل,0
611,#اوعى_تنسى طوابير السيسي و اخونه المقابر و زرع فى مل عائله جرح عميق لسه فاكر و انت نسيت؟؟,0
612,عندما يتهم الجهاز المركزى للمحاسبات رسميا وزيرا بالفساد يبقي عليه العوض فى العدل سيبك احلى من الشرف مفيش,0
613,#أوسكار : لقد امضيت سنتان مميزتان حتى الأن، و أريد أن استمر في اللعب هنا لسنوات عديدة مثل تيري ولامبارد,1
614,وحكاية إنه يكتب البذاءات دي بقت قديمة خالصده أكثر الأفلام إسفافا أرقى من خطب بعض مشايخكم اللي طلعتوهم على منصة دعم كذب الرئيسإلعبوا غيرها,0
615,"استفدت كتيير اوي من حلقة انهردة معلومات اول مرة اسمعها بارك الله فيك ^^ #مصطفى_حسني على طريق الله "" روح العبادة """,1
616,2011 الإسلام أم مصر ؟ يزداد إحترامى لك مؤخراً كلما تكلمت مع إنى سأرشح البرادعى,1
617,سارة عثمان دخلت على موقع جامعة كولومبيا التي زعم الخبر أن المحاضرة ألقيت بها فلم تجد شيئاوهكذا انفضحت الفبركة الإخوانية البلهاء شر فضيحة,0
618,كرستيانو رونالدو يفصله 75 هدف ليصبح الهداف التاريخي الاول في ريال مدريد #اسطورة,1
619,"وأصبح تفجير البيوت وحرق عشش الفقراء ""أعمال قتالية"" في نظر الجيش المصري ! #سيناء #مصر #",0
620,شاهد- #فيفي_عبده راقصة سيذكرها التاريخ #الحكم #1,1
621,#المطرية  #انتخبوا_العرص,0
622,#فيفي_عبده : الراقصة محترمة جداً ، و أنا قدوة ليش ما أكون قدوة :) #الحكم لا تعليييق !!!,1
623,2د بل وأغراهم بالفعلة الإجرامية المتمثلة في تهديد المجتمع بالعنف، وبالتحريض على ممارسته باسم شرعية سقطت، وبالشحن الطائفي والمذهبي,0
624,الأخوان او #مصر صراع وجود ومعركة بقاء يحاول الأخوان انتاج المشهدالسوري عن طريق توسيع بؤرالإرهاب بين رابعة،النهضة،الألف مسكن ومدينة الانتاج,0
625,مع الانقلاب الدموى هزيمة دموية لمنتخب مصر بالستة من يقتل الستات فى الشوارع تقتله غانا بالستات فى التصفيات,0
626,حرق الكنائس وقتل الناس وتعذيبهم وقطع أصابعهم وألقاؤهم من فوق الأسطح وذبح الضباط كل ذلك في نظر الاخوان من حقهم والا اعتبروا انفسهم ضحايا,0
627,بعد دقائق يتحدث حبيبنا دعبد المنعم أبو الفتوح على قناة الحياة عن رؤيته للاوضاع الاخيرة فى مصر ومسقبل البلد,1
628,#سما_المصري زيطه وبالونه فاضحه للتغطيه علي امور اخري الالهاء,0
629,أحيى قواتنا المسلحة والشرطة فى سيناء لقيامهما بتعقب المجرمين، طالبا ألا يقع منهم أي مظالم على أهل سيناء الوطنين حراس الحدود الشرقية لمصرنا,1
630,لأن أقول سبحان الله والحمد لله ولا إله إلا الله والله أكبر أحبّ إليّ مما طلعت عليه الشمس #اذكر_الله #غرد_بذكر_…,1
631,نفسي ارجع لأيام كانت الحاجه الوحيده اللي مش تخليني اعرف انام لما يبقي عندي رحله في المدرسه تاني يوم #ذكريات_مدرسية,1
632,_ و عودة مرة أخرى للقاهرة الساحرة :),1
633,الفلولي مصطفى بكري ينسى اسم ولي أمرهفيكتب (أيوب) بدل (منصور) اللهم لا تزد الانقلابيين إلا ضلالا! …,0
634,أسامة غريب تشرفت بالدفاع عن الكاتب الساخر المعروف الأستاذ أسامة غريب فى قضايا الرأى التى كان يحاكم فيها أيام,1
635,لقاء رائع اجتمعت فيه مع الشيخ #عادل #الكلباني ،وأشكره على كرم ضيافته و الفوائد العلمية التي قدمها لي,1
636,مصانع شركة النصر للحاصلات تباع بتراب الفلوس لتسديد الديون بعد توقف الانتاج طبعا ساويرس وبقية اللصوص يشتروها من فساد لفساد,0
637,ميثاق الشرف الاعلامى الذى اتخذوه ذريعة لاغلاق الفراعين برئ من الانقلاب قتلوا الميثاق ويستشهدوا به,0
638,لما الناس تهاجمك عشان ظلمك وكذبك تقوم تطلع لهم فيديوهات لناس كانت بتشكر فيك افتكر إن المنحرفة بدل ما تتوب بتقعد تفتكر شرفها اللي ضيعته,0
639,"سحر النوم والراحة مع #مصطفى_حسني ،، جميلة =)""",1
640,ادين مثل باقي المصريين جميعا الاعتداء الهمجي علي الاستاذ خالد داوود بواسطه انصار الاخوان الارهابيين الثوره ستنتصر علي الارهاب,0
641,العبيد فى اعلام العار لم ينطق بعد تصريح ايهاب رمزى ان الاقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور اذا,0
642,بعض #الأشكال_الوسخة ف #المرج لما تشوفها تحس انها هربت م الرشاح قبل ما يتردم!,0
643,السماح لرموز الحزب الوطنى المنحل بالظهور للإعلام محاولة لخلق حالة تدلس على الرأى العام بان هناك رأى ورأى آخر عص,0
644,"بالفيديو عضو بحملته الانتخابية: #السيسي لا يقابلنا لأنه ""مرشح غير عادي"" ويعشق لقب #المشير ولا يزال متمسكا به",1
645,الذي لم يلاحظ حتى الان ان مطالب الثورة لم تتحقق اما انه لا يتابع ما يحدث وأما ان رائحة السلطة قد افقدته الرؤية وصفقاته قد أخرسته عن قول الحق,0
646,مفروض شباب الإخوان ينزلوا بكرة يطالبوا بإقالة النائب العام الفاسد اللي ضيع حق الشهداء وأفرج عن المتهمين,0
647,قوانين أي مرحلة إنتخابية أهم مليون مرة من المرحلة نفسها بمرشحينها وكل المراحل اللي بعد الثورة إتلعب في أساس قوانينها لتدبير النتيجة #باطل,0
648,رجل أكرمه الله بمصاهرة أكرم خلقه مرتين زهد في أمواله وتجارته طمعاً في مرضاة الله كانت الملائكة تستحي منه #عثمان_بن_عفان,1
649,#الداخلية_بلطجية #تعذيب المهندسة داليا رضوان تم الاعتداء عليها بالضرب الخميس الماضي في أحد الكمائن بالعجمي وتم,0
650,ما تفعله قناة الجزيرة هو إعلان حرب على مصر و لا يمكن السكوت عليه !,0
651,#اليوم_العالمي_للغة_العربية يفترض لها كل يوم وكل ساعة؟ لغة القرآن الذي نتلوه يوميا لغة التعليم المدرسي لغة العبادات لغة امة الخير,1
652,مشاهد مؤلمة لاستمرار الجيش المصري في تفجير منازل اهالي رفح شمال #سيناء #حسبنا الله ونعم الوكيل,0
653,اسمعو هالاغنيه روعه #غلطت_م_الأول_رنا_سماحه  9  # #اللي_أهم_من_شكلك,1
654,جيد أن تتنوع الآراء حول السياسة وقضاياها وضروري أن يتم التعبير عن هذا التنوع في الإعلام التقليدي وشب,1
655,الشعب مش لاقي ياكل والاسعار نار والشغل واقف والانقلاب يبنى نصب تذكارى فى رابعة بعشرين مليون مش حاسين بالناس,0
656,ومازالت الحفله مستمره بعنوان #باسم_طلع_حرامى,0
657,#انشر للفائده عشبه الجنسينج من اكثر الاعشاب فائده في تقويه الذاكره وزياده الاستيعاب والحفظ والتركيز يفضل استخدامها للطلاب ك…,1
658,عادة لا اعلن عن مواقفي السياسيةلكن كله الا الدستور في كلمة واحدة:مهزلةو لو وصلنا لمهزلة الاستفتاء حقول لا,0
659,عبدالرحمن محمد الصوت الفخم! #غناء #أغاني #طرب #فن #عرب,1
660,احسن ميلف فى مصر #فيفي_عبده_الام_المثالية,1
661,الرئيس وجماعته يدفعون بمصر إلى مرحلة ظلامية بامتياز، قرار ديكتاتوري بالاستفتاء على دستور باطل يقسم المجتمع ثم حصار للسلطة القضائية لتعويقها,0
662,فيلم الجزيرة #الصندوق_الأسود لأحداث #الإتحادية فضح الكثير انتظروا فيلم #المندس اللي هيفضح حاجات كمان وكمان #انتخبوا_العرص,0
663,#وائل_جمعة صخرة الدفاع المصرية,1
664,لأن مجلس الشعب منتخب على عوار وتشكيل التأسيسية أيضاً بسيطة وواضحة,0
665,حفظك الله يا خادم البيتين، وأدامك ذخرا للإسلام والمسلمين #ذكرى #البيعة #التاسعة,1
666,وجعتكو التويتة اللي فاتت يا إخوان معلهش تيجي فين دي جنب وجع أمهات الجندي وجيكا وكل اللي إتقتلوا في عهدكم وتحت ظل كذب رئيسكم مخلف الوعود,0
667,حوار الطرشان,0
668,#عبد_الرحيم_علي: اسألوا #البرادعي عما فعله في #العراق #البرادعى_طلع_جاسوس #باسم_طلع_حرامي #تخابر #خونة,0
669,#قطر ترفض تسليم 28 شخصا من قيادات #الإخوان المسلمين ما أجملها من تُهمة وما أعظمه من موقف #شكرا…,1
670,#الصهاينة يتابكون اليوم لذكرى #الهولوكوست وتناسوا بانهم ابطال الهولوكوست الفلسطيني والداعمين للهولوكوست السوري عن طريق خادمهم #بشار_الاسد,0
671,_ يسعدني أن المرة الوحيدة التي سأظهره فيها في رمضان ستكون مع الأستاذ,1
672,#اعرفوهم #انقلاب_مصر #يسقط_حكم_العسكر #الداخلية_بلطجية #الحرية لنور الدين محمود 15سنة #الدقهلية طالب بالثانوي الأزهري,0
673,قصة العجوز الحكيم و محرك السفينة رااائعة,1
674,انا حاسس ان التناكه شويه تانى هتوصل بالناس هنا وتقولك راعى فرق الفولورز اللى بينى وبينك لو سمحت !!,0
675,نصائح مهمة ورائعة لقروبات الواتس اب انشروها #رتويت #واتساب #السعودية #الكويت #قطر #درر,1
676,2002 فيلم جامد جدي فعلاً,1
677,الرئيس #محمد_نجيب يصف الضباط الأحرار بالخونة ويندم على انه اطلق عليهم اسم احرار بعد اكتشاف خيانتهم #انتخبوا_العرص,0
678,"قال الرئيس المتصهين #محمود_عباس إن ما حدث لـ #اليهود في ""#الهولوكوست"" هو أبشع جريمة عرفتها البشرية في العصر الحديث #أخبار #ف…",0
679,"دمحمد الجوادي يشيد بإنجازات مبارك في كتابه ""النخبة المصرية الحاكمة"" #مصر #قطر #الإمارات #السعودية #البحرين #لبنان",1
680,#سؤال_برئ لبتوع #تويتر :: ايه الفرق بينك وبين الفيسبوك دلوقتي يابن المره #بروفايل_عره,0
681,الحمد لله ان حقن دماء المصريين وأصلح بينهم وعقبال القوى السياسية 3,1
682,تحية لبعثة مصر البارالمبية التى حققت انجازا غير مسبوق وقدمت لنا درسا فى تحدى المصاعب لرفع اسم مصر عاليا شكرا لكم وحمدا لله على سلامة عودتكم,1
683,عبر20عاما من عملى الاعلامى هاجمت الاعلام القذر وتعرضت لحرب شرسة الكل تأكد مما قلته من 20عاما,0
684,يسعدنى ان تشاركنا برايك في الخطوط العريضة للبرنامج,1
685,ما اجمل ان استيقظ على صوت دعبدالمنعم أبو الفتوح في اول محادثة بيني وبينه وهو يقول لي محدش يقدر يجي جنبك ده انتي زي بنتي #,1
686,#ماهر زين ناااس تشبهلنا : ^_^,1
687,"""المحرقة"" أبشع جريمة بالتاريخ الحديث",0
688,لن أُصدق كتب التاريخ بعد اليوم وقد رأيت الحاضر يُزيف بلا حياء فكيف بتاريخ كتبه مُنتصر ؟ #مجزرة_رابعة,0
689,من قام ليلة القدر إيماناً واحتساباً غُفر له ما تقدم من ذنبه قف بين يدى الرحمن وأطل الوقوف وقل يا رب أتيتك بذنوب كثيرة و أنت العفو الكريم,1
690,من الأمور الهامة لتنمية #الحب بين الزوجين التفاعل مع أزمات شريك #الحياة فلذلك أثر كبير في بناء المودة بين الزوجين وجعلهما أكثر قربًا ومحبة,1
691,جمهورية #شبرا_الخيمة :),1
692,اللي ضد تطهير الداخلية هو مرسي وجماعته وماحدش منعهم عن دهوياريت تورينا شطارة نقدك على كذب الرئيس وجماعته وفشلهم الذريع,0
